,Category,Message,Length
3316,1,free messag activ free text messag repli messag word free term condit visit www com,146
3317,0,know girl alway safe selfish know got pa thank good night,77
3318,0,worri hope photo shoot went well spif fun workag,71
3319,0,freez crave ice fml,33
3320,0,kay sinc alreadi,31
3321,0,eh sorri leh din c ur msg sad alreadi lar watch tv u still offic,91
3322,0,yo im right yo work,22
3323,0,ok darlin supos ok worri much film stuff mate babysit call xx,148
3324,0,said u mind go bedroom minut ok sed sexi mood came minut latr wid cake n wife,145
3325,0,wake sinc check stuff saw true avail space pl call embassi send mail,126
3326,0,nope juz work,28
3327,0,huh fast dat mean u havent finish paint,52
3328,0,number u live,35
3329,0,put parti day week studi lightli think need draw custom checkbox know hardcor,126
3330,0,sac score big hundr set batsman,47
3331,0,send yetti number pl,27
3332,0,much cost approx per month,41
3333,0,ok theori test go book think may coz thought wanna go jiayin isnt free,128
3334,1,contact date servic someon know find call land line pobox w tg p,140
3335,0,fine give call know want question,83
3336,0,sorri got late start way,41
3337,0,u go back urself lor,28
3338,0,ga station go,34
3339,0,k u bore come home,39
3340,0,babe love cover face kiss,54
3341,0,like made throw smoke friend car one time awesom,90
3342,0,still check da,35
3343,0,go walmart stay,34
3344,0,forgotten might coupl buck send tomorrow k love ya,91
3345,0,oh great disturb talk,52
3346,0,revers cheat mathemat,45
3347,0,u welcom caught u use broken english,54
3348,0,problem babi good time talk call left messag,77
3349,0,sorri call later,22
3350,0,oh brand,22
3351,0,sorri cant take call right happen r waxsto wat want come ill get medic insur abl deliv basic care current shop right medic insur give til friday morn that see major person guid right insur,368
3352,0,time come,28
3353,0,call say come today ok tell fool like ok,82
3354,0,email yifeng part oredi get fr,54
3355,0,r u sure understand wine good idea slurp,68
3356,0,minimum walk mile day,29
3357,0,ok problem get taxi c ing tomorrow tuesday tuesday think r go cinema,114
3358,0,brainless babi doll vehicl sariyag drive madok barolla,67
3359,0,run away frm u walk slowli amp kill u care enough stop,96
3360,1,sorri miss call let talk time,78
3361,0,pleas attend phone,25
3362,0,hate call didnt accept even singl call mine even messag,104
3363,0,messag phone hold,44
3364,0,free,18
3365,0,yo trip got postpon still stock,47
3366,0,sorri call later,22
3367,0,wait call sir,31
3368,0,hey repli pa,39
3369,0,hey elain today meet still,40
3370,0,sorri gone place tomorrow realli sorri,69
3371,0,tiim let hug break tear,79
3372,0,tomorrow go theatr come wherev u call tell come tomorrow,117
3373,0,electr went fml,38
3374,0,look like found someth smoke great job,65
3375,0,also andro ice etc etc,23
3376,0,,2
3377,0,good afternon love today hope good mayb interview wake miss babe passion kiss across sea,151
3378,0,yup wun believ wat u realli neva c e msg sent shuhui,58
3379,0,how watch resiz,24
3380,0,dear umma call,31
3381,0,finish miss plenti,33
3382,1,complimentari star ibiza holiday cash need urgent collect landlin lose box sk wp ppm,149
3383,0,well meant oppos drunken night,54
3384,0,k must book huh go yoga basic sunday,60
3385,1,free msg bill mobil number mistak shortcod pleas call charg refund call free bt landlin,160
3386,0,ok,9
3387,0,oop mum somerset bit far back tomo see soon x,71
3388,0,u workin overtim nigpun,28
3389,0,kalli dismissi nd test,41
3390,0,guess got screwd,29
3391,1,pleas call immedi urgent messag wait,81
3392,0,meet call later,34
3393,0,r u cook dinner,31
3394,0,ok thanx,11
3395,0,bull plan go float ikea without care world live mess anoth day,129
3396,0,buy,11
3397,1,urgent mobil number award bonu caller prize call land line valid hr,126
3398,0,heehe funni tho,28
3399,0,simpl arithmet percentag,47
3400,0,yeah leav hour least sound,59
3401,1,valu custom pleas advis follow recent review mob award bonu prize call,152
3402,0,thank honey great day,31
3403,0,amaz quot sometim life difficult decid what wrong lie bring smile truth bring tear,140
3404,0,good night dear sleepwel amp take care,44
3405,0,ask dad pick lar wan stay meh,62
3406,0,ju chillaxin,22
3407,0,hey da cool iknow wellda peril studentfinanci crisi spk u l r,80
3408,0,beauti truth graviti read care heart feel light someon feel heavi someon leav goodmorn,158
3409,1,want new nokia colour phone deliveredtomorrow free minut mobil free text free camcord repli call,157
3410,0,what come hill monster hope great day thing r go fine busi though,119
3411,0,joy father john john joy father u an th hav lt gt iq ti ia question tri answer,131
3412,0,ill obey,40
3413,0,didnt search onlin let know,52
3414,0,need go get,34
3415,0,pic pleas send,23
3416,0,remain bro amongst bro,29
3417,0,uhhhhrmm isnt tb test bad your sick,48
3418,0,haf enuff space got like mb,38
3419,1,life never much fun great came made truli special forget enjoy one gbp sm,136
3420,1,want new video phone anytim network min inclus video call download per week free deltomorrow call repli,157
3421,1,valu custom pleas advis follow recent review mob award bonu prize call,152
3422,1,welcom pleas repli age gender begin e g,64
3423,1,freemsg month unlimit free call activ smartcal txt call subscriptn gbp wk unlimit call help stop txt stop landlineonli,160
3424,1,mobil mth updat latest orang camera video phone free save free text weekend call text ye callback orno opt,157
3425,1,new club dont fink met yet b gr c u pleas leav msg day wiv ur area repli promis carli x call minmobsmor lkpobox hp fl,160
3426,0,true easier,31
3427,0,sure sinc parent work tuesday realli need cover stori,86
3428,0,haha okay today weekend leh,33
3429,0,hi darlin youphon im athom youwanna chat,54
3430,0,know jack shit anyth say ask someth help want pretend text whatev respons hypotheticalhuagauahahuagahyuhagga,193
3431,0,alway braini one,34
3432,0,yeah get random dude need chang info sheet parti lt gt never studi safe,124
3433,1,camera award sipix digit camera call fromm landlin deliveri within day,106
3434,0,christma occas celebr reflect ur valu desir affect amp tradit ideal christma,152
3435,0,send greet joy happi gr even,65
3436,0,hi darlin cantdo anythingtomorrow mypar aretak outfor meal u free katexxx,101
3437,0,india win level seri mean record,51
3438,0,plan,29
3439,0,good hear,25
3440,0,awesom deal gate charl told last night uh yeah,78
3441,0,time thinkin goin,30
3442,1,get free mobil video player free movi collect text go free extra film order c appli yr,139
3443,1,save money wed lingeri www bridal petticoatdream co uk choos superb select nation deliveri brought weddingfriend,153
3444,0,board work fine issu overh also reslov still softwar inst pend come around clock,135
3445,0,ye care caus know,44
3446,0,wiskey brandi rum gin beer vodka scotch shampain wine kudi yarasu dhina vaazhthukk,89
3447,0,mon oki lor haha best cheap n gd food la ex oso oki depend whether wana eat western chines food den u prefer,141
3448,0,sit ard noth lor u leh busi w work,49
3449,0,lt gt k oh send home sale,54
3450,0,sorri mail,18
3451,0,ya tell abt tht incid,34
3452,0,ye outsid like hour call whole famili wake caus start,107
3453,0,ugh got outta class,24
3454,0,nowaday peopl notixiqu laxinorf opportun bambl entrop ever oblising opt ur book masteriast amplikat fidalf champlaxig think atroci wotz ur opinion junna,274
3455,0,dont file bag work call tell find anyth room,118
3456,0,need lar ju test e phone card dunno network gd thk wait si finish bath bath dun disturb u liao u clean ur room,158
3457,0,ok right later,28
3458,0,friendship poem dear dear u r near hear dont get fear live cheer tear u r alway dear gud ni,127
3459,0,lunch come quickli open door,52
3460,1,heard u call night knicker make beg like u last time xx luv nikiyu net,153
3461,0,back bit long co accid divert via wadebridg brilliant weekend thank speak soon lot love,131
3462,0,k yan jiu liao sat go bugi vill one frm den hop parco nb sun go cine frm den hop orc mrt hip hop,155
3463,1,bloomberg messag center wait appli futur http career bloomberg com,101
3464,0,seek ladi street freak sheet,73
3465,0,phone,8
3466,0,haha figur well found piec priscilla bowl,57
3467,0,actual fuck whatev find excus tampa point januari though,106
3468,1,urgent tri contact u today draw show prize guarante call land line claim valid hr,156
3469,0,yay final lol miss cinema trip last week,56
3470,0,day work day except saturday sunday,49
3471,0,aathi dear,27
3472,0,heart empti without love mind empti without wisdom eye r empti without dream amp life empti without frnd alwi touch good night amp sweet dream,176
3473,0,think wait bu inform get ever get,90
3474,0,get back time soon,31
3475,0,thing quick question,38
3476,0,night end anoth day morn come special way may smile like sunni ray leav worri blue blue bay gud mrng,156
3477,0,probabl come everybodi done around lt gt right,66
3478,0,got new year co yetund said want surpris didnt see money return mid januari lt gt day return period end,180
3479,0,ask around lot term mid,63
3480,0,sure check yahoo email sent photo yesterday,59
3481,0,look,25
3482,0,wherr boytoy,24
3483,1,want new video phone anytim network min text five pound per week call repli deliveri tomorrow,148
3484,0,hello love goe day wish well fine babe hope find job prospect miss boytoy teas kiss,149
3485,0,tell bad charact u dnt lik tri chang lt gt add tat new year resolut wait ur repli frank good morn,165
3486,0,got rumour go buy apart chennai,63
3487,0,yeah probabl earlier,32
3488,0,chang window logoff sound,29
3489,0,still check da,35
3490,0,also came room,22
3491,0,huh got lesson lei n thinkin go sch earlier n tot parkin kent vale,103
3492,0,ok,3
3493,0,reach offic around lt decim gt amp mobil problem cann get voic call asa free,126
3494,0,cool text head,31
3495,1,contact date servic someon know find call land line pobox w tg p,140
3496,1,wan win meet greet westlif u current tour unbreak untam unkempt text cost p std text,161
3497,0,happi birthday may u find ur princ charm soon n dun work hard,75
3498,0,oh grand bit parti mention cover charg probabl first come first serv,121
3499,0,said went back bed sleep anyth,75
3500,0,hope arnt piss id would realli like see tomorrow love xxxxxxxxxxxxxx,95
3501,1,dorothi kiefer com bank granit issu strong buy explos pick member nasdaq symbol cdgt per,156
3502,0,say lt gt year old man money last lt gt still wait check,114
3503,0,come ur home,26
3504,0,free day finish mon n thur,48
3505,0,food,25
3506,0,life all mone eppolum oru pole allalo,38
3507,0,nite,7
3508,0,two fundament cool life walk like king walk like dont care whoever king gud nyt,125
3509,0,camera quit good mega pixel optic digit doom love holiday safe hope hav good journey happi new year see coupl week,188
3510,0,hi petey noi ok want chat coz avent spoken u long time hope ur doin alrit good nit js love ya x,124
3511,0,saw ron burgundi captain parti boat yeah,55
3512,0,seriou money base,38
3513,0,alreadi one guy love,29
3514,0,staff placement train amrita colleg,46
3515,0,alway chat fact need money rais,62
3516,0,job profil seem like bpo,32
3517,0,well give co said one nighter persev found one cheap apologis advanc somewher sleep isnt,192
3518,0,think actual talk call boss morn went place last year told could go get car fix cheaper kept tell today much hope would come back alway regret get number etc,287
3519,0,will go app class,37
3520,0,hang brother famili,42
3521,0,reach tell dont know,70
3522,0,hey go quit soon xuhui work till end month,76
3523,0,im sorri bout last nite ur fault spous pmt sumthin u give think u shldxxxx,114
3524,0,tri neva mate,15
3525,0,yeah pretti much best case scenario,49
3526,0,free today haf pick parent tonit,53
3527,0,hey babe far spun spk da mo dead da wrld sleep da sofa day cool nytho tx fonin hon call mwen im bk frmcloud j x,159
3528,0,send naughti pix,33
3529,1,winner guarante caller prize final attempt contact claim call ppmpobox bhamb xe,149
3530,1,xma new year eve ticket sale club day till pm thur fri sat night week sell fast,157
3531,0,tyler get th leav long get like hour,87
3532,0,prepar pound everi night,36
3533,0,actual mobil full msg work onlin need send lt gt sent msg wil explain u later,134
